selection1_name,selection1_url
Anto Antony,https://india.gov.in/my-government/indian-parliament/anto-antony
Shashi Tharoor,https://india.gov.in/my-government/indian-parliament/shashi-tharoor
K. C. Venugopal,https://india.gov.in/my-government/indian-parliament/k-c-venugopal
Jose K. Mani,https://india.gov.in/my-government/indian-parliament/jose-k-mani
Parayamparanbil Kuttappan Biju,https://india.gov.in/my-government/indian-parliament/parayamparanbil-kuttappan-biju
M. B. Rajesh,https://india.gov.in/my-government/indian-parliament/m-b-rajesh
E. T. Mohammed Basheer,https://india.gov.in/my-government/indian-parliament/e-t-mohammed-basheer
M. K. Raghavan,https://india.gov.in/my-government/indian-parliament/m-k-raghavan
M. I. Shanavas,https://india.gov.in/my-government/indian-parliament/m-i-shanavas
P. Kumar,https://india.gov.in/my-government/indian-parliament/p-kumar
Ponnusamy Venugopal,https://india.gov.in/my-government/indian-parliament/ponnusamy-venugopal
Naramalli Sivaprasad,https://india.gov.in/my-government/indian-parliament/naramalli-sivaprasad
Kristappa Nimmala,https://india.gov.in/my-government/indian-parliament/kristappa-nimmala
Konakalla Narayana Rao,https://india.gov.in/my-government/indian-parliament/konakalla-narayana-rao
Uday Pratap Singh,https://india.gov.in/my-government/indian-parliament/uday-pratap-singh
Jyoti Dhurve,https://india.gov.in/my-government/indian-parliament/jyoti-dhurve
Narendra Singh Tomar,https://india.gov.in/my-government/indian-parliament/narendra-singh-tomar
Satabdi Roy (Banerjee),https://india.gov.in/my-government/indian-parliament/satabdi-roy-banerjee
Sisir Kumar Adhikari,https://india.gov.in/my-government/indian-parliament/sisir-kumar-adhikari
Suvendu Adhikari,https://india.gov.in/my-government/indian-parliament/suvendu-adhikari
(Smt.) Ratna De(Nag),https://india.gov.in/my-government/indian-parliament/smt-ratna-denag
Kalyan Banerjee,https://india.gov.in/my-government/indian-parliament/kalyan-banerjee
Sultan Ahmed,https://india.gov.in/my-government/indian-parliament/sultan-ahmed
Choudhury Mohan Jatua,https://india.gov.in/my-government/indian-parliament/choudhury-mohan-jatua
(Smt.) Kakoli Ghosh Dastidar,https://india.gov.in/my-government/indian-parliament/smt-kakoli-ghosh-dastidar
Dinesh Trivedi,https://india.gov.in/my-government/indian-parliament/dinesh-trivedi
Mausam Noor,https://india.gov.in/my-government/indian-parliament/mausam-noor
Tapas Paul,https://india.gov.in/my-government/indian-parliament/tapas-paul
Bhola Singh,https://india.gov.in/my-government/indian-parliament/bhola-singh
Hari Manjhi,https://india.gov.in/my-government/indian-parliament/hari-manjhi
Shatrughan Prasad Sinha,https://india.gov.in/my-government/indian-parliament/shatrughan-prasad-sinha
Kaushalendra Kumar,https://india.gov.in/my-government/indian-parliament/kaushalendra-kumar
Om Prakash Yadav,https://india.gov.in/my-government/indian-parliament/om-prakash-yadav
Asrarul Haque Mohammad,https://india.gov.in/my-government/indian-parliament/asrarul-haque-mohammad
Sanjay Jaiswal,https://india.gov.in/my-government/indian-parliament/sanjay-jaiswal
C. R. Patil,https://india.gov.in/my-government/indian-parliament/c-r-patil
Darshana Vikram Jardosh,https://india.gov.in/my-government/indian-parliament/darshana-vikram-jardosh
Prabhatsinh Pratapsinh Chauhan,https://india.gov.in/my-government/indian-parliament/prabhatsinh-pratapsinh-chauhan
Naranbhai Bhikhabhai Kachhadiya,https://india.gov.in/my-government/indian-parliament/naranbhai-bhikhabhai-kachhadiya
Vitthalbhai Hansrajbhai Radadiya,https://india.gov.in/my-government/indian-parliament/vitthalbhai-hansrajbhai-radadiya
Kirit Premjibhai Solanki,https://india.gov.in/my-government/indian-parliament/kirit-premjibhai-solanki
Jayshreeben Patel,https://india.gov.in/my-government/indian-parliament/jayshreeben-patel
Ramen Deka,https://india.gov.in/my-government/indian-parliament/ramen-deka
Badruddin Ajmal,https://india.gov.in/my-government/indian-parliament/badruddin-ajmal
Harsimrat Kaur Badal,https://india.gov.in/my-government/indian-parliament/harsimrat-kaur-badal
Sher Singh Ghubaya,https://india.gov.in/my-government/indian-parliament/sher-singh-ghubaya
Ravneet Singh,https://india.gov.in/my-government/indian-parliament/ravneet-singh
Sidhant Mohapatra,https://india.gov.in/my-government/indian-parliament/sidhant-mohapatra
Baijayant &quot;Jay&quot; Panda,https://india.gov.in/my-government/indian-parliament/baijayant-quotjayquot-panda
Kalikesh Narayan Singh Deo,https://india.gov.in/my-government/indian-parliament/kalikesh-narayan-singh-deo
Devji Mansingram Patel,https://india.gov.in/my-government/indian-parliament/devji-mansingram-patel
Arjun Ram Meghwal,https://india.gov.in/my-government/indian-parliament/arjun-ram-meghwal
Raju alias Devappa Anna Shetti,https://india.gov.in/my-government/indian-parliament/raju-alias-devappa-anna-shetti
Supriya Sadanand Sule,https://india.gov.in/my-government/indian-parliament/supriya-sadanand-sule
Udayanraje Pratapsingh Bhonsle,https://india.gov.in/my-government/indian-parliament/udayanraje-pratapsingh-bhonsle
Prataprao Ganpatrao Jadhav,https://india.gov.in/my-government/indian-parliament/prataprao-ganpatrao-jadhav
A.T. (Nana) Patil,https://india.gov.in/my-government/indian-parliament/nana-patil
Ninong Ering,https://india.gov.in/my-government/indian-parliament/ninong-ering
Natubhai Gomanbhai Patel,https://india.gov.in/my-government/indian-parliament/natubhai-gomanbhai-patel
Lalubhai Babubhai Patel,https://india.gov.in/my-government/indian-parliament/lalubhai-babubhai-patel
Chandu Lal Sahu,https://india.gov.in/my-government/indian-parliament/chandu-lal-sahu
Kamla Devi Patle,https://india.gov.in/my-government/indian-parliament/kamla-devi-patle
C. L. Ruala,https://india.gov.in/my-government/indian-parliament/c-l-ruala
Vincent H Pala,https://india.gov.in/my-government/indian-parliament/vincent-h-pala
Prem Das Rai,https://india.gov.in/my-government/indian-parliament/prem-das-rai
M. Veerappa Moily,https://india.gov.in/my-government/indian-parliament/m-veerappa-moily
Rangaswamy Dhruvanarayana,https://india.gov.in/my-government/indian-parliament/rangaswamy-dhruvanarayana
Shivkumar Chanabasappa Udasi,https://india.gov.in/my-government/indian-parliament/shivkumar-chanabasappa-udasi
Sudarshan Bhagat,https://india.gov.in/my-government/indian-parliament/sudarshan-bhagat
Pashupati Nath Singh,https://india.gov.in/my-government/indian-parliament/pashupati-nath-singh
Nishikant Dubey,https://india.gov.in/my-government/indian-parliament/nishikant-dubey
P. C. Mohan,https://india.gov.in/my-government/indian-parliament/p-c-mohan
Nalin Kumar Kateel,https://india.gov.in/my-government/indian-parliament/nalin-kumar-kateel
Mallikarjun Kharge,https://india.gov.in/my-government/indian-parliament/mallikarjun-kharge
Kamlesh Paswan,https://india.gov.in/my-government/indian-parliament/kamlesh-paswan
Virender Kashyap,https://india.gov.in/my-government/indian-parliament/virender-kashyap
Jagdambika Pal,https://india.gov.in/my-government/indian-parliament/jagdambika-pal
Feroze Varun Gandhi,https://india.gov.in/my-government/indian-parliament/feroze-varun-gandhi
Prof. Ram Shankar,https://india.gov.in/my-government/indian-parliament/prof-ram-shankar
Rajnath Singh,https://india.gov.in/my-government/indian-parliament/rajnath-singh
Rajendra Agrawal,https://india.gov.in/my-government/indian-parliament/rajendra-agrawal
Anurag Singh Thakur,https://india.gov.in/my-government/indian-parliament/anurag-singh-thakur
Abu Hasem Khan Choudhury,https://india.gov.in/my-government/indian-parliament/abu-hasem-khan-choudhury
Deepender Singh Hooda,https://india.gov.in/my-government/indian-parliament/deepender-singh-hooda
Dharmendra Yadav,https://india.gov.in/my-government/indian-parliament/dharmendra-yadav
Mohammad Salim,https://india.gov.in/my-government/indian-parliament/mohammad-salim
P. Karunakaran,https://india.gov.in/my-government/indian-parliament/p-karunakaran
Shyama Charan Gupta,https://india.gov.in/my-government/indian-parliament/shyama-charan-gupta
Sarbananda Sonowal,https://india.gov.in/my-government/indian-parliament/sarbananda-sonowal
Shivaji Adhalrao Patil,https://india.gov.in/my-government/indian-parliament/shivaji-adhalrao-patil
Mehbooba Mufti,https://india.gov.in/my-government/indian-parliament/mehbooba-mufti
Jay Prakash Narayan Yadav,https://india.gov.in/my-government/indian-parliament/jay-prakash-narayan-yadav
Ranjeet Ranjan,https://india.gov.in/my-government/indian-parliament/ranjeet-ranjan
Asaduddin Owaisi,https://india.gov.in/my-government/indian-parliament/asaduddin-owaisi
Thupstan Chhewang,https://india.gov.in/my-government/indian-parliament/thupstan-chhewang
Vinod Kumar Boianapalli,https://india.gov.in/my-government/indian-parliament/vinod-kumar-boianapalli
Rahul Gandhi,https://india.gov.in/my-government/indian-parliament/rahul-gandhi
Thokchom Meinya,https://india.gov.in/my-government/indian-parliament/thokchom-meinya
S.P.Y. Reddy,https://india.gov.in/my-government/indian-parliament/spy-reddy
Sanjay Shamrao Dhotre,https://india.gov.in/my-government/indian-parliament/sanjay-shamrao-dhotre
Dushyant Singh,https://india.gov.in/my-government/indian-parliament/dushyant-singh
Harishchandra Deoram Chavan,https://india.gov.in/my-government/indian-parliament/harishchandra-deoram-chavan
Rakesh Singh,https://india.gov.in/my-government/indian-parliament/rakesh-singh
Ganesh Singh,https://india.gov.in/my-government/indian-parliament/ganesh-singh
Parvatagouda Chandanagouda Gaddigoudar,https://india.gov.in/my-government/indian-parliament/parvatagouda-chandanagouda-gaddigoudar
Suresh Chanabasappa Angadi,https://india.gov.in/my-government/indian-parliament/suresh-chanabasappa-angadi
Pralhad Venkatesh Joshi,https://india.gov.in/my-government/indian-parliament/pralhad-venkatesh-joshi
D.V. Sadananda Gowda,https://india.gov.in/my-government/indian-parliament/dv-sadananda-gowda
Gowdar Mallikarjunappa Siddeshwara,https://india.gov.in/my-government/indian-parliament/gowdar-mallikarjunappa-siddeshwara
Kiren Rijiju,https://india.gov.in/my-government/indian-parliament/kiren-rijiju
H.D. Devegowda,https://india.gov.in/my-government/indian-parliament/hd-devegowda
Jyotiraditya Madhavrao Scindia,https://india.gov.in/my-government/indian-parliament/jyotiraditya-madhavrao-scindia
Venkateswara Rao Magantti,https://india.gov.in/my-government/indian-parliament/venkateswara-rao-magantti
Sushil Kumar Singh,https://india.gov.in/my-government/indian-parliament/sushil-kumar-singh
Kirti Vardhan Singh,https://india.gov.in/my-government/indian-parliament/kirti-vardhan-singh
Tathagata Satpathy,https://india.gov.in/my-government/indian-parliament/tathagata-satpathy
Rao Inderjit Singh,https://india.gov.in/my-government/indian-parliament/rao-inderjit-singh
Rama Devi,https://india.gov.in/my-government/indian-parliament/rama-devi
Ram Kripal Yadav,https://india.gov.in/my-government/indian-parliament/ram-kripal-yadav-0
Bhanu Pratap Singh Verma,https://india.gov.in/my-government/indian-parliament/bhanu-pratap-singh-verma
Sushma Swaraj,https://india.gov.in/my-government/indian-parliament/sushma-swaraj
Anirudhan Sampath,https://india.gov.in/my-government/indian-parliament/anirudhan-sampath
Rayapati Sambasiva Rao,https://india.gov.in/my-government/indian-parliament/rayapati-sambasiva-rao
N.K. Premachandran,https://india.gov.in/my-government/indian-parliament/nk-premachandran
Pinaki Misra,https://india.gov.in/my-government/indian-parliament/pinaki-misra
Harinder Singh Khalsa,https://india.gov.in/my-government/indian-parliament/harinder-singh-khalsa
Anant Kumar Dattatreya Hegde,https://india.gov.in/my-government/indian-parliament/anant-kumar-dattatreya-hegde
Prem Singh Chandumajra,https://india.gov.in/my-government/indian-parliament/prem-singh-chandumajra
Subhash Chandra Baheria,https://india.gov.in/my-government/indian-parliament/subhash-chandra-baheria
Hansraj Gangaram Ahir,https://india.gov.in/my-government/indian-parliament/hansraj-gangaram-ahir
Virendra Singh,https://india.gov.in/my-government/indian-parliament/virendra-singh
Swami Sakshiji Maharaj,https://india.gov.in/my-government/indian-parliament/swami-sakshiji-maharaj
Pankaj Chaudhary,https://india.gov.in/my-government/indian-parliament/pankaj-chaudhary
Taslimuddin,https://india.gov.in/my-government/indian-parliament/taslimuddin
Mekapati Rajamohan Reddy,https://india.gov.in/my-government/indian-parliament/mekapati-rajamohan-reddy
Chhedi Paswan,https://india.gov.in/my-government/indian-parliament/chhedi-paswan
Kuruppassery Varkey Thomas,https://india.gov.in/my-government/indian-parliament/kuruppassery-varkey-thomas
M. Thambi Durai,https://india.gov.in/my-government/indian-parliament/m-thambi-durai
Ramachandran Mullappally,https://india.gov.in/my-government/indian-parliament/ramachandran-mullappally
Ashok Shankarrao Chavan,https://india.gov.in/my-government/indian-parliament/ashok-shankarrao-chavan
Shibu Soren,https://india.gov.in/my-government/indian-parliament/shibu-soren
Dileep Singh Bhuria,https://india.gov.in/my-government/indian-parliament/dileep-singh-bhuria
Amarinder Singh,https://india.gov.in/my-government/indian-parliament/amarinder-singh
Nandi Yellaiah,https://india.gov.in/my-government/indian-parliament/nandi-yellaiah-0
Saugata Roy,https://india.gov.in/my-government/indian-parliament/saugata-roy
Biren Singh Engti,https://india.gov.in/my-government/indian-parliament/biren-singh-engti
Rajesh Ranjan (Pappu Yadav),https://india.gov.in/my-government/indian-parliament/rajesh-ranjan-pappu-yadav
Mulayam Singh Yadav,https://india.gov.in/my-government/indian-parliament/mulayam-singh-yadav
Hukmdev Narayan Yadav,https://india.gov.in/my-government/indian-parliament/hukmdev-narayan-yadav
Chintaman Navsha Wanaga,https://india.gov.in/my-government/indian-parliament/chintaman-navsha-wanaga
Virendra Kumar,https://india.gov.in/my-government/indian-parliament/virendra-kumar
Rajesh Verma,https://india.gov.in/my-government/indian-parliament/rajesh-verma
Mansukhbhai Dhanjibhai Vasava,https://india.gov.in/my-government/indian-parliament/mansukhbhai-dhanjibhai-vasava
Uma Bharati Sushree,https://india.gov.in/my-government/indian-parliament/uma-bharati-sushree
Suresh Kodikunnil,https://india.gov.in/my-government/indian-parliament/suresh-kodikunnil
Dr. Kirit Somaiya,https://india.gov.in/my-government/indian-parliament/dr-kirit-somaiya
Manoj Kumar Sinha,https://india.gov.in/my-government/indian-parliament/manoj-kumar-sinha
Radha Mohan Singh,https://india.gov.in/my-government/indian-parliament/radha-mohan-singh
Brijbhushan Sharan Singh,https://india.gov.in/my-government/indian-parliament/brijbhushan-sharan-singh
Bahadur Singh Koli,https://india.gov.in/my-government/indian-parliament/bahadur-singh-koli
Shanta Kumar,https://india.gov.in/my-government/indian-parliament/shanta-kumar-0
Arjun Charan Sethi,https://india.gov.in/my-government/indian-parliament/arjun-charan-sethi
Purno Agitok Sangma,https://india.gov.in/my-government/indian-parliament/purno-agitok-sangma
Vishnu Deo Sai,https://india.gov.in/my-government/indian-parliament/vishnu-deo-sai
Rajiv Pratap Rudy,https://india.gov.in/my-government/indian-parliament/rajiv-pratap-rudy-0
A.P. Jithender Reddy,https://india.gov.in/my-government/indian-parliament/ap-jithender-reddy
Sukender Reddy Gutha,https://india.gov.in/my-government/indian-parliament/sukender-reddy-gutha
Bishnu Pada Ray,https://india.gov.in/my-government/indian-parliament/bishnu-pada-ray
Ramsinh Patalyabhai Rathwa,https://india.gov.in/my-government/indian-parliament/ramsinh-patalyabhai-rathwa
Pon Radhakrishnan,https://india.gov.in/my-government/indian-parliament/pon-radhakrishnan
Raosaheb Patil Danve,https://india.gov.in/my-government/indian-parliament/raosaheb-patil-danve
Prahlad Singh Patel,https://india.gov.in/my-government/indian-parliament/prahlad-singh-patel
Prasanna Kumar Patasani,https://india.gov.in/my-government/indian-parliament/prasanna-kumar-patasani
Ramchandra Paswan,https://india.gov.in/my-government/indian-parliament/ramchandra-paswan
Ram Vilas Paswan,https://india.gov.in/my-government/indian-parliament/ram-vilas-paswan-0
Dalpat Singh Paraste,https://india.gov.in/my-government/indian-parliament/dalpat-singh-paraste
Ravindra Kumar Pandey,https://india.gov.in/my-government/indian-parliament/ravindra-kumar-pandey
Jual Oram,https://india.gov.in/my-government/indian-parliament/jual-oram
Shripad Yesso Naik,https://india.gov.in/my-government/indian-parliament/shripad-yesso-naik
K.H. Muniyappa,https://india.gov.in/my-government/indian-parliament/kh-muniyappa
Kariya Munda,https://india.gov.in/my-government/indian-parliament/kariya-munda
Bhartruhari Mahtab,https://india.gov.in/my-government/indian-parliament/bhartruhari-mahtab
Sumitra Mahajan (Tai),https://india.gov.in/my-government/indian-parliament/sumitra-mahajan-tai
Arun Kumar,https://india.gov.in/my-government/indian-parliament/arun-kumar
Faggan Singh Kulaste,https://india.gov.in/my-government/indian-parliament/faggan-singh-kulaste-0
Vinod Khanna,https://india.gov.in/my-government/indian-parliament/vinod-khanna
Bhuwan Chandra AVSM (Retd.) Khanduri,https://india.gov.in/my-government/indian-parliament/bhuwan-chandra-avsm-retd-khanduri
Chandrakant Bhaurao Khaire,https://india.gov.in/my-government/indian-parliament/chandrakant-bhaurao-khaire
Rattan Lal Kataria,https://india.gov.in/my-government/indian-parliament/rattan-lal-kataria
Kamal Nath,https://india.gov.in/my-government/indian-parliament/kamal-nath
Murli Manohar Joshi,https://india.gov.in/my-government/indian-parliament/murli-manohar-joshi
Ramesh Chandappa Jigajinagi,https://india.gov.in/my-government/indian-parliament/ramesh-chandappa-jigajinagi
Laxman Giluwa,https://india.gov.in/my-government/indian-parliament/laxman-giluwa
Rajen Gohain,https://india.gov.in/my-government/indian-parliament/rajen-gohain
Anant Gangaram Geete,https://india.gov.in/my-government/indian-parliament/anant-gangaram-geete
Bhavana Gawali (Patil),https://india.gov.in/my-government/indian-parliament/bhavana-gawali-patil
Santosh Kumar Gangwar,https://india.gov.in/my-government/indian-parliament/santosh-kumar-gangwar
Sonia Gandhi,https://india.gov.in/my-government/indian-parliament/sonia-gandhi
Maneka Sanjay Gandhi,https://india.gov.in/my-government/indian-parliament/maneka-sanjay-gandhi
Dilip Kumar Mansukhlal Gandhi,https://india.gov.in/my-government/indian-parliament/dilip-kumar-mansukhlal-gandhi
Bandaru Dattatreya,https://india.gov.in/my-government/indian-parliament/bandaru-dattatreya
Adhir Ranjan Chowdhury,https://india.gov.in/my-government/indian-parliament/adhir-ranjan-chowdhury
Nihal Chand Chauhan,https://india.gov.in/my-government/indian-parliament/nihal-chand-chauhan
Sona Ram Choudhary,https://india.gov.in/my-government/indian-parliament/sona-ram-choudhary
Nand Kumar Singh Chauhan,https://india.gov.in/my-government/indian-parliament/nand-kumar-singh-chauhan
Ram Tahal Choudhary,https://india.gov.in/my-government/indian-parliament/ram-tahal-choudhary
Haribhai Parthibhai Chaudhary,https://india.gov.in/my-government/indian-parliament/haribhai-parthibhai-chaudhary
Bijoya Chakravarty,https://india.gov.in/my-government/indian-parliament/bijoya-chakravarty
Sudip Bandyopadhyay,https://india.gov.in/my-government/indian-parliament/sudip-bandyopadhyay
Ramesh Bais,https://india.gov.in/my-government/indian-parliament/ramesh-bais
Kirti (JHA) Azad,https://india.gov.in/my-government/indian-parliament/kirti-jha-azad
Ananth Kumar,https://india.gov.in/my-government/indian-parliament/ananth-kumar
E. Ahamed,https://india.gov.in/my-government/indian-parliament/e-ahamed
Lal Krishna Advani,https://india.gov.in/my-government/indian-parliament/lal-krishna-advani
Anandrao Adsul,https://india.gov.in/my-government/indian-parliament/anandrao-adsul
Yogi Adityanath,https://india.gov.in/my-government/indian-parliament/yogi-adityanath
Kapil Krishna Thakur,https://india.gov.in/my-government/indian-parliament/kapil-krishna-thakur
Tariq Anwar,https://india.gov.in/my-government/indian-parliament/tariq-anwar-0
Thangso Baite,https://india.gov.in/my-government/indian-parliament/thangso-baite
Hemendra Chandra Singh,https://india.gov.in/my-government/indian-parliament/hemendra-chandra-singh
